IP,地区,洲,城市,延迟
104.19.8.49,LAX,North America,Los Angeles,163 ms
104.18.83.138,SJC,North America,San Jose,163 ms
104.17.22.249,SJC,North America,San Jose,163 ms
104.18.18.198,LAX,North America,Los Angeles,163 ms
104.19.241.163,SJC,North America,San Jose,163 ms
104.19.146.51,SJC,North America,San Jose,163 ms
104.24.205.30,LAX,North America,Los Angeles,163 ms
104.17.104.207,SJC,North America,San Jose,163 ms
104.27.24.86,LAX,North America,Los Angeles,163 ms
104.21.109.177,LAX,North America,Los Angeles,163 ms
104.16.24.165,SJC,North America,San Jose,163 ms
104.18.178.105,SJC,North America,San Jose,163 ms
104.16.25.27,SJC,North America,San Jose,163 ms
172.64.52.214,LAX,North America,Los Angeles,163 ms
104.16.41.188,SJC,North America,San Jose,163 ms
104.18.155.56,SJC,North America,San Jose,163 ms
104.25.95.252,LAX,North America,Los Angeles,164 ms
104.24.138.251,LAX,North America,Los Angeles,164 ms
104.19.63.94,LAX,North America,Los Angeles,164 ms
172.67.51.41,LAX,North America,Los Angeles,164 ms
104.19.45.245,LAX,North America,Los Angeles,164 ms
198.41.208.164,SJC,North America,San Jose,164 ms
104.22.34.108,LAX,North America,Los Angeles,164 ms
104.17.95.227,SJC,North America,San Jose,164 ms
162.159.46.80,LAX,North America,Los Angeles,164 ms
104.18.124.203,SJC,North America,San Jose,164 ms
172.64.32.54,LAX,North America,Los Angeles,164 ms
104.24.51.163,LAX,North America,Los Angeles,164 ms
172.67.201.214,LAX,North America,Los Angeles,164 ms
104.19.189.77,SJC,North America,San Jose,164 ms
104.19.103.64,LAX,North America,Los Angeles,164 ms
172.67.55.72,LAX,North America,Los Angeles,164 ms
104.23.99.1,LAX,North America,Los Angeles,164 ms
104.17.179.220,SJC,North America,San Jose,164 ms
104.24.93.160,LAX,North America,Los Angeles,164 ms
162.159.4.37,LAX,North America,Los Angeles,164 ms
104.27.109.100,LAX,North America,Los Angeles,164 ms
104.19.91.209,LAX,North America,Los Angeles,164 ms
104.17.77.164,SJC,North America,San Jose,164 ms
104.18.208.129,SJC,North America,San Jose,164 ms
104.24.233.66,LAX,North America,Los Angeles,164 ms
172.67.7.178,LAX,North America,Los Angeles,164 ms
104.23.109.186,LAX,North America,Los Angeles,164 ms
104.24.34.179,LAX,North America,Los Angeles,164 ms
172.64.155.235,LAX,North America,Los Angeles,164 ms
104.17.168.199,SJC,North America,San Jose,164 ms
104.19.149.85,SJC,North America,San Jose,164 ms
104.17.119.37,SJC,North America,San Jose,164 ms
104.22.14.123,LAX,North America,Los Angeles,164 ms
104.18.149.159,SJC,North America,San Jose,164 ms
104.19.162.26,SJC,North America,San Jose,164 ms
104.24.229.9,SJC,North America,San Jose,164 ms
104.25.61.60,LAX,North America,Los Angeles,164 ms
162.159.140.52,LAX,North America,Los Angeles,164 ms
104.25.234.37,LAX,North America,Los Angeles,164 ms
104.17.71.17,SJC,North America,San Jose,164 ms
104.19.234.178,SJC,North America,San Jose,164 ms
104.16.158.102,SJC,North America,San Jose,164 ms
104.19.170.52,SJC,North America,San Jose,164 ms
172.67.236.85,LAX,North America,Los Angeles,164 ms
104.20.15.201,LAX,North America,Los Angeles,164 ms
104.19.180.93,SJC,North America,San Jose,164 ms
104.20.5.63,LAX,North America,Los Angeles,164 ms
104.22.7.120,LAX,North America,Los Angeles,164 ms
172.67.147.204,LAX,North America,Los Angeles,164 ms
104.18.241.45,SJC,North America,San Jose,164 ms
104.18.162.60,SJC,North America,San Jose,164 ms
104.17.181.112,SJC,North America,San Jose,164 ms
104.17.252.179,SJC,North America,San Jose,164 ms
104.19.41.207,LAX,North America,Los Angeles,164 ms
104.27.94.79,LAX,North America,Los Angeles,164 ms
104.18.243.62,SJC,North America,San Jose,164 ms
104.19.36.89,LAX,North America,Los Angeles,164 ms
104.17.83.196,SJC,North America,San Jose,164 ms
104.17.92.107,SJC,North America,San Jose,164 ms
141.101.122.7,LAX,North America,Los Angeles,164 ms
104.25.239.133,LAX,North America,Los Angeles,164 ms
104.17.132.64,SJC,North America,San Jose,164 ms
162.159.48.252,LAX,North America,Los Angeles,164 ms
104.19.201.154,LAX,North America,Los Angeles,164 ms
104.19.158.248,SJC,North America,San Jose,165 ms
104.17.217.249,SJC,North America,San Jose,165 ms
172.67.197.213,LAX,North America,Los Angeles,165 ms
172.64.69.158,LAX,North America,Los Angeles,165 ms
190.93.246.109,SJC,North America,San Jose,165 ms
172.64.68.154,LAX,North America,Los Angeles,165 ms
104.25.212.232,LAX,North America,Los Angeles,165 ms
104.18.247.119,SJC,North America,San Jose,165 ms
104.19.192.40,LAX,North America,Los Angeles,165 ms
172.67.210.27,LAX,North America,Los Angeles,165 ms
104.19.101.149,LAX,North America,Los Angeles,165 ms
104.18.68.45,SJC,North America,San Jose,165 ms
104.17.230.37,SJC,North America,San Jose,165 ms
162.159.25.219,LAX,North America,Los Angeles,165 ms
104.19.69.160,LAX,North America,Los Angeles,165 ms
104.18.222.250,SJC,North America,San Jose,165 ms
104.24.70.105,LAX,North America,Los Angeles,165 ms
104.24.41.21,LAX,North America,Los Angeles,165 ms
104.19.161.143,SJC,North America,San Jose,165 ms
104.21.49.231,LAX,North America,Los Angeles,165 ms
104.17.45.96,SJC,North America,San Jose,165 ms
104.24.251.196,LAX,North America,Los Angeles,165 ms
104.17.145.220,SJC,North America,San Jose,165 ms
104.27.112.86,LAX,North America,Los Angeles,165 ms
104.18.75.149,SJC,North America,San Jose,165 ms
104.22.19.43,SJC,North America,San Jose,165 ms
104.21.118.214,SJC,North America,San Jose,165 ms
104.27.81.6,LAX,North America,Los Angeles,165 ms
104.25.81.42,LAX,North America,Los Angeles,165 ms
198.41.199.74,LAX,North America,Los Angeles,165 ms
172.67.8.185,LAX,North America,Los Angeles,165 ms
172.66.47.108,LAX,North America,Los Angeles,165 ms
172.64.156.235,LAX,North America,Los Angeles,165 ms
104.24.35.148,LAX,North America,Los Angeles,165 ms
104.24.222.73,LAX,North America,Los Angeles,165 ms
162.159.241.187,LAX,North America,Los Angeles,165 ms
104.19.122.57,LAX,North America,Los Angeles,165 ms
162.159.17.251,LAX,North America,Los Angeles,165 ms
172.67.4.60,LAX,North America,Los Angeles,165 ms
104.25.55.80,LAX,North America,Los Angeles,165 ms
104.17.38.212,SJC,North America,San Jose,165 ms
104.19.106.244,LAX,North America,Los Angeles,165 ms
104.23.97.31,LAX,North America,Los Angeles,165 ms
104.24.216.128,LAX,North America,Los Angeles,165 ms
172.66.45.175,LAX,North America,Los Angeles,165 ms
104.18.239.35,SJC,North America,San Jose,165 ms
104.16.220.141,SJC,North America,San Jose,165 ms
198.41.200.83,LAX,North America,Los Angeles,165 ms
104.25.119.74,LAX,North America,Los Angeles,165 ms
162.159.196.89,LAX,North America,Los Angeles,165 ms
172.67.207.176,LAX,North America,Los Angeles,165 ms
104.21.103.204,SJC,North America,San Jose,165 ms
104.18.44.242,LAX,North America,Los Angeles,165 ms
104.17.175.46,SJC,North America,San Jose,165 ms
162.159.248.83,LAX,North America,Los Angeles,165 ms
172.67.27.89,LAX,North America,Los Angeles,165 ms
172.65.200.7,LAX,North America,Los Angeles,165 ms
104.24.190.60,LAX,North America,Los Angeles,165 ms
172.66.42.227,LAX,North America,Los Angeles,165 ms
104.24.181.250,LAX,North America,Los Angeles,165 ms
104.19.57.77,LAX,North America,Los Angeles,165 ms
172.67.9.124,LAX,North America,Los Angeles,165 ms
162.159.135.21,LAX,North America,Los Angeles,165 ms
172.67.30.137,LAX,North America,Los Angeles,165 ms
104.27.16.110,LAX,North America,Los Angeles,165 ms
104.17.136.112,SJC,North America,San Jose,165 ms
104.17.135.91,SJC,North America,San Jose,165 ms
104.17.226.187,SJC,North America,San Jose,165 ms
104.17.52.193,SJC,North America,San Jose,165 ms
172.67.19.4,LAX,North America,Los Angeles,165 ms
104.17.184.135,SJC,North America,San Jose,165 ms
104.18.184.41,SJC,North America,San Jose,165 ms
104.17.142.89,SJC,North America,San Jose,165 ms
104.19.49.121,LAX,North America,Los Angeles,165 ms
104.21.41.24,LAX,North America,Los Angeles,165 ms
104.24.242.20,LAX,North America,Los Angeles,165 ms
104.17.194.138,SJC,North America,San Jose,165 ms
104.25.216.68,LAX,North America,Los Angeles,165 ms
104.25.182.65,LAX,North America,Los Angeles,165 ms
104.19.87.130,LAX,North America,Los Angeles,165 ms
172.64.50.143,LAX,North America,Los Angeles,165 ms
104.17.250.237,SJC,North America,San Jose,165 ms
104.25.117.17,LAX,North America,Los Angeles,165 ms
172.67.247.205,LAX,North America,Los Angeles,165 ms
104.19.43.202,LAX,North America,Los Angeles,165 ms
104.22.31.110,LAX,North America,Los Angeles,165 ms
104.25.186.100,SJC,North America,San Jose,165 ms
104.17.223.201,SJC,North America,San Jose,165 ms
104.25.80.229,LAX,North America,Los Angeles,165 ms
104.22.67.170,LAX,North America,Los Angeles,165 ms
172.67.2.249,LAX,North America,Los Angeles,165 ms
104.17.131.130,SJC,North America,San Jose,165 ms
104.20.12.10,LAX,North America,Los Angeles,165 ms
104.25.243.63,LAX,North America,Los Angeles,165 ms
104.16.172.72,SJC,North America,San Jose,165 ms
104.27.41.34,LAX,North America,Los Angeles,165 ms
104.25.129.87,LAX,North America,Los Angeles,165 ms
104.24.155.53,LAX,North America,Los Angeles,165 ms
104.18.251.247,SJC,North America,San Jose,165 ms
104.19.207.225,LAX,North America,Los Angeles,165 ms
104.16.242.173,SJC,North America,San Jose,165 ms
104.18.91.76,SJC,North America,San Jose,165 ms
104.19.200.68,LAX,North America,Los Angeles,166 ms
173.245.58.249,LAX,North America,Los Angeles,166 ms
141.101.113.110,LAX,North America,Los Angeles,166 ms
162.159.0.213,LAX,North America,Los Angeles,166 ms
104.19.59.56,LAX,North America,Los Angeles,166 ms
172.67.171.184,LAX,North America,Los Angeles,166 ms
104.24.20.199,LAX,North America,Los Angeles,166 ms
104.18.58.180,LAX,North America,Los Angeles,166 ms
104.23.121.242,LAX,North America,Los Angeles,166 ms
104.27.10.247,LAX,North America,Los Angeles,166 ms
172.67.80.30,LAX,North America,Los Angeles,166 ms
172.67.53.120,LAX,North America,Los Angeles,166 ms
172.67.150.17,LAX,North America,Los Angeles,166 ms
172.65.210.201,LAX,North America,Los Angeles,166 ms
172.64.33.164,LAX,North America,Los Angeles,166 ms
108.162.192.68,LAX,North America,Los Angeles,166 ms
104.24.50.214,LAX,North America,Los Angeles,166 ms
104.24.182.71,LAX,North America,Los Angeles,166 ms
104.16.166.83,SJC,North America,San Jose,166 ms
104.19.232.158,SJC,North America,San Jose,166 ms
104.19.23.194,LAX,North America,Los Angeles,166 ms
104.18.198.38,SJC,North America,San Jose,166 ms
172.67.92.112,LAX,North America,Los Angeles,166 ms
8.35.211.64,LAX,North America,Los Angeles,166 ms
104.24.169.111,LAX,North America,Los Angeles,166 ms
172.64.231.197,LAX,North America,Los Angeles,166 ms
172.64.148.221,LAX,North America,Los Angeles,166 ms
104.22.30.1,LAX,North America,Los Angeles,166 ms
104.18.72.226,SJC,North America,San Jose,166 ms
104.25.70.188,LAX,North America,Los Angeles,166 ms
104.27.83.251,LAX,North America,Los Angeles,166 ms
104.18.79.166,SJC,North America,San Jose,166 ms
172.67.180.145,LAX,North America,Los Angeles,166 ms
172.64.87.244,LAX,North America,Los Angeles,166 ms
104.25.192.129,LAX,North America,Los Angeles,166 ms
104.18.39.89,LAX,North America,Los Angeles,166 ms
104.17.64.191,SJC,North America,San Jose,166 ms
162.159.253.249,LAX,North America,Los Angeles,166 ms
104.24.180.50,LAX,North America,Los Angeles,166 ms
104.24.23.146,SJC,North America,San Jose,166 ms
104.21.6.21,LAX,North America,Los Angeles,166 ms
104.19.193.115,SJC,North America,San Jose,166 ms
104.19.130.10,LAX,North America,Los Angeles,166 ms
162.159.9.146,LAX,North America,Los Angeles,166 ms
104.16.14.38,SJC,North America,San Jose,166 ms
104.16.240.47,SJC,North America,San Jose,166 ms
104.25.215.241,LAX,North America,Los Angeles,166 ms
173.245.59.10,LAX,North America,Los Angeles,166 ms
104.21.224.149,SJC,North America,San Jose,166 ms
104.23.111.51,LAX,North America,Los Angeles,166 ms
104.17.163.86,SJC,North America,San Jose,166 ms
104.16.66.36,SJC,North America,San Jose,166 ms
104.23.117.183,LAX,North America,Los Angeles,166 ms
104.16.234.44,SJC,North America,San Jose,166 ms
104.18.9.79,LAX,North America,Los Angeles,166 ms
104.24.172.154,LAX,North America,Los Angeles,166 ms
104.25.143.224,LAX,North America,Los Angeles,166 ms
104.19.118.143,LAX,North America,Los Angeles,166 ms
104.16.138.159,SJC,North America,San Jose,166 ms
104.27.126.243,LAX,North America,Los Angeles,166 ms
198.41.209.26,SJC,North America,San Jose,166 ms
104.22.18.139,LAX,North America,Los Angeles,166 ms
104.19.97.95,LAX,North America,Los Angeles,166 ms
104.16.156.156,SJC,North America,San Jose,166 ms
104.24.95.70,LAX,North America,Los Angeles,166 ms
162.159.247.0,LAX,North America,Los Angeles,166 ms
104.24.151.170,LAX,North America,Los Angeles,166 ms
104.17.155.236,SJC,North America,San Jose,166 ms
104.19.72.68,LAX,North America,Los Angeles,166 ms
104.18.211.80,SJC,North America,San Jose,166 ms
104.18.129.18,SJC,North America,San Jose,166 ms
104.23.102.55,LAX,North America,Los Angeles,166 ms
104.19.10.253,LAX,North America,Los Angeles,166 ms
162.159.243.131,LAX,North America,Los Angeles,166 ms
104.17.12.57,SJC,North America,San Jose,166 ms
162.159.62.66,LAX,North America,Los Angeles,166 ms
104.17.221.237,SJC,North America,San Jose,166 ms
172.64.230.233,LAX,North America,Los Angeles,166 ms
104.16.79.24,SJC,North America,San Jose,166 ms
104.22.11.253,LAX,North America,Los Angeles,166 ms
104.19.208.47,SJC,North America,San Jose,166 ms
104.25.151.241,LAX,North America,Los Angeles,166 ms
104.18.150.243,SJC,North America,San Jose,166 ms
104.27.89.151,LAX,North America,Los Angeles,166 ms
104.25.202.91,LAX,North America,Los Angeles,166 ms
104.18.49.78,LAX,North America,Los Angeles,166 ms
172.67.17.185,LAX,North America,Los Angeles,166 ms
104.18.171.137,SJC,North America,San Jose,166 ms
104.17.222.204,SJC,North America,San Jose,166 ms
172.67.26.84,LAX,North America,Los Angeles,166 ms
104.20.10.172,LAX,North America,Los Angeles,166 ms
104.25.189.145,LAX,North America,Los Angeles,166 ms
104.24.175.97,LAX,North America,Los Angeles,166 ms
104.19.105.238,SJC,North America,San Jose,166 ms
104.25.60.90,LAX,North America,Los Angeles,166 ms
104.19.178.205,SJC,North America,San Jose,167 ms
104.27.8.168,SJC,North America,San Jose,167 ms
104.24.178.163,LAX,North America,Los Angeles,167 ms
104.19.120.142,LAX,North America,Los Angeles,167 ms
104.27.36.221,LAX,North America,Los Angeles,167 ms
104.25.94.158,LAX,North America,Los Angeles,167 ms
104.18.192.6,SJC,North America,San Jose,167 ms
104.19.52.134,LAX,North America,Los Angeles,167 ms
104.17.108.89,SJC,North America,San Jose,167 ms
104.19.114.47,LAX,North America,Los Angeles,167 ms
104.27.1.242,LAX,North America,Los Angeles,167 ms
172.64.98.155,SFO,North America,San Francisco,167 ms
104.19.238.181,SJC,North America,San Jose,167 ms
104.24.198.74,LAX,North America,Los Angeles,167 ms
104.19.243.229,SJC,North America,San Jose,167 ms
104.21.12.224,LAX,North America,Los Angeles,167 ms
104.18.180.91,SJC,North America,San Jose,167 ms
104.24.237.171,SJC,North America,San Jose,167 ms
104.19.96.190,LAX,North America,Los Angeles,167 ms
104.21.230.154,SJC,North America,San Jose,167 ms
172.67.99.2,LAX,North America,Los Angeles,167 ms
104.17.114.29,SJC,North America,San Jose,167 ms
104.25.171.105,LAX,North America,Los Angeles,167 ms
172.66.41.16,LAX,North America,Los Angeles,167 ms
104.17.128.159,SJC,North America,San Jose,167 ms
104.19.66.13,LAX,North America,Los Angeles,167 ms
172.67.1.167,LAX,North America,Los Angeles,167 ms
104.21.92.32,LAX,North America,Los Angeles,167 ms
162.159.8.21,LAX,North America,Los Angeles,167 ms
104.24.133.147,LAX,North America,Los Angeles,167 ms
104.17.11.136,SJC,North America,San Jose,167 ms
104.21.119.104,LAX,North America,Los Angeles,167 ms
104.24.255.189,LAX,North America,Los Angeles,167 ms
162.159.39.46,LAX,North America,Los Angeles,167 ms
104.27.78.252,LAX,North America,Los Angeles,167 ms
104.27.115.61,LAX,North America,Los Angeles,167 ms
104.25.71.156,LAX,North America,Los Angeles,167 ms
104.25.178.135,LAX,North America,Los Angeles,167 ms
172.67.96.198,LAX,North America,Los Angeles,167 ms
198.41.216.118,LAX,North America,Los Angeles,167 ms
104.25.90.180,LAX,North America,Los Angeles,167 ms
104.17.182.249,SJC,North America,San Jose,167 ms
104.24.203.26,LAX,North America,Los Angeles,167 ms
104.17.183.244,SJC,North America,San Jose,167 ms
104.21.238.93,SJC,North America,San Jose,167 ms
104.25.42.116,SJC,North America,San Jose,167 ms
104.18.24.59,LAX,North America,Los Angeles,167 ms
172.67.13.158,LAX,North America,Los Angeles,167 ms
104.16.59.236,SJC,North America,San Jose,167 ms
104.23.107.170,LAX,North America,Los Angeles,167 ms
104.25.218.96,LAX,North America,Los Angeles,167 ms
172.64.40.216,LAX,North America,Los Angeles,167 ms
104.17.86.190,SJC,North America,San Jose,167 ms
104.21.223.249,LAX,North America,Los Angeles,167 ms
104.18.120.68,SJC,North America,San Jose,167 ms
172.67.49.15,LAX,North America,Los Angeles,167 ms
104.17.99.203,SJC,North America,San Jose,167 ms
104.21.37.47,LAX,North America,Los Angeles,167 ms
104.19.165.130,SJC,North America,San Jose,167 ms
104.19.119.208,LAX,North America,Los Angeles,167 ms
104.18.140.197,SJC,North America,San Jose,167 ms
104.24.3.104,LAX,North America,Los Angeles,167 ms
104.19.245.13,SJC,North America,San Jose,167 ms
104.24.243.168,LAX,North America,Los Angeles,167 ms
104.18.190.29,SJC,North America,San Jose,167 ms
162.159.142.168,LAX,North America,Los Angeles,167 ms
104.24.214.131,LAX,North America,Los Angeles,167 ms
104.22.40.184,LAX,North America,Los Angeles,167 ms
104.25.135.5,LAX,North America,Los Angeles,167 ms
104.16.167.3,SJC,North America,San Jose,167 ms
104.27.206.21,LAX,North America,Los Angeles,167 ms
104.16.251.166,SJC,North America,San Jose,167 ms
104.22.9.65,LAX,North America,Los Angeles,167 ms
104.21.239.161,SJC,North America,San Jose,167 ms
104.17.10.133,SJC,North America,San Jose,167 ms
104.24.239.40,LAX,North America,Los Angeles,167 ms
104.18.29.62,LAX,North America,Los Angeles,167 ms
104.16.205.2,SJC,North America,San Jose,167 ms
104.24.75.9,SJC,North America,San Jose,167 ms
104.19.73.41,LAX,North America,Los Angeles,167 ms
104.21.61.60,SJC,North America,San Jose,167 ms
104.22.16.97,LAX,North America,Los Angeles,167 ms
104.19.65.26,LAX,North America,Los Angeles,167 ms
104.24.60.148,LAX,North America,Los Angeles,167 ms
104.27.92.21,LAX,North America,Los Angeles,167 ms
104.25.232.53,LAX,North America,Los Angeles,167 ms
104.25.187.96,LAX,North America,Los Angeles,167 ms
104.18.137.9,SJC,North America,San Jose,167 ms
104.19.37.68,LAX,North America,Los Angeles,167 ms
104.18.159.168,SJC,North America,San Jose,167 ms
172.67.248.251,LAX,North America,Los Angeles,167 ms
162.159.19.154,LAX,North America,Los Angeles,167 ms
104.17.93.170,SJC,North America,San Jose,167 ms
172.64.67.168,LAX,North America,Los Angeles,167 ms
104.16.87.46,SJC,North America,San Jose,167 ms
104.18.133.184,SJC,North America,San Jose,167 ms
104.19.123.137,LAX,North America,Los Angeles,167 ms
104.17.228.71,SJC,North America,San Jose,167 ms
104.23.125.7,SJC,North America,San Jose,167 ms
104.17.96.162,SJC,North America,San Jose,167 ms
104.21.203.100,LAX,North America,Los Angeles,168 ms
104.19.203.96,LAX,North America,Los Angeles,168 ms
104.25.23.101,SJC,North America,San Jose,168 ms
104.16.209.113,SJC,North America,San Jose,168 ms
104.20.1.192,LAX,North America,Los Angeles,168 ms
104.27.74.70,LAX,North America,Los Angeles,168 ms
104.18.15.125,LAX,North America,Los Angeles,168 ms
104.25.139.1,LAX,North America,Los Angeles,168 ms
104.19.116.6,LAX,North America,Los Angeles,168 ms
104.17.61.146,SJC,North America,San Jose,168 ms
104.24.55.37,LAX,North America,Los Angeles,168 ms
172.64.153.25,LAX,North America,Los Angeles,168 ms
172.64.149.100,LAX,North America,Los Angeles,168 ms
104.17.174.135,SJC,North America,San Jose,168 ms
172.66.1.220,LAX,North America,Los Angeles,168 ms
104.17.203.54,SJC,North America,San Jose,168 ms
104.18.55.117,LAX,North America,Los Angeles,168 ms
172.65.170.80,LAX,North America,Los Angeles,168 ms
104.24.53.121,LAX,North America,Los Angeles,168 ms
104.24.249.43,LAX,North America,Los Angeles,168 ms
104.19.82.37,LAX,North America,Los Angeles,168 ms
104.25.34.234,LAX,North America,Los Angeles,168 ms
162.159.212.127,SFO,North America,San Francisco,168 ms
162.159.32.36,LAX,North America,Los Angeles,168 ms
104.24.83.59,LAX,North America,Los Angeles,168 ms
104.18.28.196,LAX,North America,Los Angeles,168 ms
104.19.210.152,SJC,North America,San Jose,168 ms
104.25.64.115,LAX,North America,Los Angeles,168 ms
104.23.124.180,LAX,North America,Los Angeles,168 ms
104.18.217.115,SJC,North America,San Jose,168 ms
162.159.141.64,LAX,North America,Los Angeles,168 ms
172.67.84.133,LAX,North America,Los Angeles,168 ms
104.17.178.248,SJC,North America,San Jose,168 ms
104.27.119.120,LAX,North America,Los Angeles,168 ms
104.18.147.157,SJC,North America,San Jose,168 ms
104.17.141.165,SJC,North America,San Jose,168 ms
104.18.51.218,LAX,North America,Los Angeles,168 ms
172.65.90.24,LAX,North America,Los Angeles,168 ms
104.24.33.137,LAX,North America,Los Angeles,168 ms
104.18.34.40,LAX,North America,Los Angeles,168 ms
104.22.23.82,LAX,North America,Los Angeles,168 ms
104.27.77.217,LAX,North America,Los Angeles,168 ms
104.18.255.170,SJC,North America,San Jose,168 ms
172.67.140.48,LAX,North America,Los Angeles,168 ms
172.64.91.28,LAX,North America,Los Angeles,168 ms
104.27.104.10,LAX,North America,Los Angeles,168 ms
104.25.241.80,LAX,North America,Los Angeles,168 ms
104.16.162.6,SJC,North America,San Jose,168 ms
104.19.77.180,LAX,North America,Los Angeles,168 ms
198.41.204.21,LAX,North America,Los Angeles,168 ms
104.25.29.155,LAX,North America,Los Angeles,168 ms
104.19.90.192,SJC,North America,San Jose,168 ms
104.25.209.31,LAX,North America,Los Angeles,168 ms
104.16.10.34,SJC,North America,San Jose,168 ms
104.27.29.27,LAX,North America,Los Angeles,168 ms
104.27.30.141,LAX,North America,Los Angeles,168 ms
104.24.62.48,LAX,North America,Los Angeles,168 ms
104.17.91.171,SJC,North America,San Jose,168 ms
172.67.90.71,LAX,North America,Los Angeles,168 ms
104.25.136.169,LAX,North America,Los Angeles,168 ms
104.18.191.33,SJC,North America,San Jose,168 ms
104.25.160.87,LAX,North America,Los Angeles,168 ms
172.67.231.129,LAX,North America,Los Angeles,168 ms
104.24.56.36,LAX,North America,Los Angeles,168 ms
104.24.76.191,LAX,North America,Los Angeles,168 ms
104.17.162.4,SJC,North America,San Jose,168 ms
104.24.226.25,LAX,North America,Los Angeles,168 ms
104.19.29.247,LAX,North America,Los Angeles,168 ms
104.24.85.166,LAX,North America,Los Angeles,168 ms
104.24.63.55,SJC,North America,San Jose,168 ms
104.24.88.17,LAX,North America,Los Angeles,168 ms
104.16.231.65,SJC,North America,San Jose,168 ms
104.24.37.176,LAX,North America,Los Angeles,168 ms
104.20.0.214,LAX,North America,Los Angeles,168 ms
104.24.247.220,LAX,North America,Los Angeles,168 ms
104.17.120.48,SJC,North America,San Jose,168 ms
104.25.255.116,LAX,North America,Los Angeles,168 ms
172.67.98.59,LAX,North America,Los Angeles,168 ms
172.67.169.225,LAX,North America,Los Angeles,168 ms
104.19.188.52,SJC,North America,San Jose,168 ms
104.27.59.44,LAX,North America,Los Angeles,168 ms
104.16.216.209,SJC,North America,San Jose,168 ms
104.16.217.212,SJC,North America,San Jose,168 ms
172.67.177.164,LAX,North America,Los Angeles,168 ms
104.25.204.102,LAX,North America,Los Angeles,168 ms
104.18.108.200,SJC,North America,San Jose,168 ms
104.23.119.214,LAX,North America,Los Angeles,168 ms
198.41.207.182,LAX,North America,Los Angeles,168 ms
104.24.18.83,LAX,North America,Los Angeles,168 ms
104.17.151.136,SJC,North America,San Jose,168 ms
172.67.34.7,LAX,North America,Los Angeles,168 ms
104.16.184.129,SJC,North America,San Jose,168 ms
104.17.46.87,SJC,North America,San Jose,168 ms
162.159.12.175,LAX,North America,Los Angeles,168 ms
104.16.78.194,SJC,North America,San Jose,168 ms
104.16.76.249,SJC,North America,San Jose,168 ms
104.16.239.171,SJC,North America,San Jose,168 ms
104.19.185.206,SJC,North America,San Jose,168 ms
104.19.2.98,LAX,North America,Los Angeles,168 ms
104.22.6.122,LAX,North America,Los Angeles,168 ms
104.27.6.244,LAX,North America,Los Angeles,168 ms
104.17.248.52,SJC,North America,San Jose,168 ms
198.41.198.92,LAX,North America,Los Angeles,168 ms
104.18.40.71,LAX,North America,Los Angeles,168 ms
104.20.11.197,LAX,North America,Los Angeles,169 ms
104.22.24.201,LAX,North America,Los Angeles,169 ms
104.16.151.223,SJC,North America,San Jose,169 ms
104.22.35.224,LAX,North America,Los Angeles,169 ms
104.23.123.175,LAX,North America,Los Angeles,169 ms
104.25.121.16,SJC,North America,San Jose,169 ms
104.19.76.192,LAX,North America,Los Angeles,169 ms
104.19.100.201,LAX,North America,Los Angeles,169 ms
104.19.147.207,SJC,North America,San Jose,169 ms
104.18.36.169,LAX,North America,Los Angeles,169 ms
104.18.80.242,SJC,North America,San Jose,169 ms
104.16.178.225,SJC,North America,San Jose,169 ms
104.18.10.166,LAX,North America,Los Angeles,169 ms
104.25.39.51,LAX,North America,Los Angeles,169 ms
104.18.41.227,LAX,North America,Los Angeles,169 ms
104.19.5.26,LAX,North America,Los Angeles,169 ms
104.16.8.249,SJC,North America,San Jose,169 ms
104.21.56.39,SJC,North America,San Jose,169 ms
104.19.19.207,LAX,North America,Los Angeles,169 ms
198.41.202.149,LAX,North America,Los Angeles,169 ms
162.159.242.243,LAX,North America,Los Angeles,169 ms
198.41.217.174,LAX,North America,Los Angeles,169 ms
104.21.225.185,SJC,North America,San Jose,169 ms
104.24.52.180,LAX,North America,Los Angeles,169 ms
104.22.38.11,LAX,North America,Los Angeles,169 ms
104.18.156.44,SJC,North America,San Jose,169 ms
104.18.189.14,SJC,North America,San Jose,169 ms
104.25.233.202,LAX,North America,Los Angeles,169 ms
172.64.96.42,SFO,North America,San Francisco,169 ms
104.17.57.253,SJC,North America,San Jose,169 ms
172.67.255.195,LAX,North America,Los Angeles,169 ms
104.17.237.64,SJC,North America,San Jose,169 ms
162.159.194.255,LAX,North America,Los Angeles,169 ms
104.16.144.87,SJC,North America,San Jose,169 ms
104.18.214.166,SJC,North America,San Jose,169 ms
172.67.185.41,LAX,North America,Los Angeles,169 ms
104.25.180.153,LAX,North America,Los Angeles,169 ms
104.27.67.227,LAX,North America,Los Angeles,169 ms
104.16.249.1,SJC,North America,San Jose,169 ms
104.25.145.117,LAX,North America,Los Angeles,169 ms
162.159.5.72,LAX,North America,Los Angeles,169 ms
104.19.54.201,LAX,North America,Los Angeles,169 ms
104.24.94.139,LAX,North America,Los Angeles,169 ms
104.25.98.80,LAX,North America,Los Angeles,169 ms
104.17.220.30,SJC,North America,San Jose,169 ms
104.18.203.86,SJC,North America,San Jose,169 ms
104.19.22.212,LAX,North America,Los Angeles,169 ms
108.162.193.130,LAX,North America,Los Angeles,169 ms
172.67.93.254,LAX,North America,Los Angeles,169 ms
104.18.98.62,SJC,North America,San Jose,169 ms
